# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: minutes	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks
1762.103114	UTSU online	1762	10	31	14			Sado	38.1	138.7						UTSU online	7		jma						
1763.012918	UTSU online	1763	1	29	18			Aomori Pref. (Hachinohe and others)	41	142.5						UTSU online	7.7		jma						
1763.031112	UTSU online	1763	3	11	12			Aomori Pref. (Hachinohe)	41	142						UTSU online	7.3		jma						
1763.031514	UTSU online	1763	3	15	14			Aomori Pref. (Hachinohe)	41	142						UTSU online	7		jma						
1763.091209	Musson, 2012a	1763	9	12	9			Indonesia	-6.7	130						Musson, 2012a	7		w						
1764.07	White et al., 2004	1764						Quezaltenango	14.833	-91.833						White et al., 2004	6.8	0.3	w						"subduction"
1765.0602	Peraldo and Montero, 1999	1765	6	2				[Guatemala]	14.83	-89.5						White, 1984	6.9	0.3	w						
1765.1024	White et al., 2004	1765	10	24				Ostuncalco to Tacana	15	-91.917					8	White et al., 2004	7.9	0.3	w				8	MM	"subduction"
1766.030818	UTSU online	1766	3	8	18			Aomori, Hirosaki	40.73	140.59				10		UTSU online	7.3		jma						
1766.0522	Stucchi et al., 2012	1766	5	22				Istanbul	40.837	29.463	9.5	23.2	bx		8	Stucchi et al., 2012	6.76	0.38	w		University of Thessaloniki, 2003	13	9	MM	
1766.061205	SisFrance, 2010	1766	6	11	23	57		Cuba	20.533	-76.8	20	20			8-9	Alvarez et al., 1999	7.5		s		SisFrance, 2010	11	8	MSK	
1766.0805	Stucchi et al., 2012	1766	8	5				Marmara Sea	40.665	27.108	9.8	13.3	bx		9-10	Stucchi et al., 2012	7.08	0.34	w		University of Thessaloniki, 2003	20	10	MM	
1766.102109	Mocquet, 2007	1766	10	21	4	30		Trinidad	11	-62.5				85	9-10	Mocquet, 2007	7		s		Mocquet, 2007	62	9-10	EMS	
1767.10221	Grunewald and Stein, 2006	1767	10	22				Honshu	35.13	139.05						Grunewald and Stein, 2006	7	0.4	jma		Usami, 1994	8		JMA	
1769.082915	UTSU online	1769	8	29	15			Oita, Miyazaki and Kumamoto Pref.	33	132.1						UTSU online	7.8		jma						
1770.0000001	Musson, 2012a	1770						Indonesia	-5.3	102						Musson, 2012a	7		w						
1770.0604	Flores et al., 2012	1770	6	3				[Haiti]	18.5	-72.86			bw			Flores et al., 2012	7.5	0.2	w	bw	Flores et al., 2012	32	9	MM	
1771.042408	UTSU online	1771	4	24	8			Yae-yama mountain, Miyako Islands	24	124.3						UTSU online	7.4		jma						
1772.06031	Bozkurt et al., 2007	1772	6	3				Japan	39.5	143.5			cat			Bozkurt et al., 2007	7.5		jma		Bozkurt et al., 2007	5	4	JMA	
1772.0615	White et al., 2004	1772	6	15				S Antonio Suchitepequez	14.583	-91.5					7	White et al., 2004	7	0.1	w				7	MM	"subduction"
1773.0729	White et al., 2004	1773	7	29				Antigua to L. Atitlan	14.667	-91.167					8	White et al., 2004	7.5	0.1	w				8	MM	"subduction"
1773.0907	White et al., 2004	1773	9	7				Antigua	14.5	-90.75					7	White et al., 2004	6.8	0.3	w				7	MM	"subduction"
1773.1213	White et al., 2004	1773	12	13				Antigua	14.583	-91.5					7	White et al., 2004	7.1	0.2	w				7	MM	"subduction"
1776.033	White et al., 2004	1776	3	30				Cuilapa	14.25	-90.25					7-8	White et al., 2004	7.2	0.1	w				7-8	MM	"subduction"
1776.0421	Zúñiga et al., 1997	1776	4	21				Acapulco	16.8	-100					9	Zúñiga et al., 1997	7.7		w				9		
1776.053017	White et al., 2004	1776	5	30				Santa Ana and Ahuachapan provinces	13.833	-89.833					7-8	White et al., 2004	7.9	0.2	w				7-8	MM	"subduction"
1776.0706	White et al., 2004	1776	7	6				San Salvador	13.583	-89					6-7	White et al., 2004	6.8	0.3	w				6-7	MM	"subduction"
1776.1115	White et al., 2004	1776	11	15				San Salvador	13.583	-89					7	White et al., 2004	7	0.3	w				7	MM	"subduction"
1777.033001	Musson, 2012a	1777	3	30	1			Ambon	-4	128						Musson, 2012a	7		w						
1780.010822	Ambraseys and Melville, 1982	1780	1	8	24			Tabriz	38.2	46						Ambraseys and Melville, 1982	7.7		s						
1780.0119	Shebalin and Leydecker, 1997	1780	1	19				Kuril Islands	45.8	152	139	111		40		Shebalin and Leydecker, 1997	7		s						
1780.0122073	Musson, 2012a	1780	1	22	7	39		Java	-8.6	105.5						Musson, 2012a	8.5		w						
1780.0531	Usami, 1979	1780	5	31				Japan	45.3	151.2						Usami, 1979	7		jma						
1780.0629	Shebalin and Leydecker, 1997	1780	6	29				Kuril Islands	46	151	140	111		40		Shebalin and Leydecker, 1997	7.5		s						
1782.052216	CERESIS, 1995	1782	5	22	16			[Argentina]	-33	-69.2				30	8	CERESIS, 1995	7		s				8		
1782.08232	Grunewald and Stein, 2006	1782	8	23				[subduction]	35.4	139.1						Grunewald and Stein, 2006	7.2	0.3	jma		Usami, 1994	48		JMA	
1783.020512	Stucchi et al., 2012	1783	2	5	12			Calabria	38.297	15.97	1.2	0.9	bx		11	Stucchi et al., 2012	7	0.3	w		Guidoboni et al., 2007	356	11	MCS	
1783.11292	Benito et al., 2012	1783	11	29				Santiago. Nonualco	13.63	-88.78			cat	5	8	Benito et al., 2012	6.6		w					MM	
1784.051312	Tavera et al., 2001	1784	5	13	12	36		[Peru]	-16.5	-72				27	10	Tavera et al., 2001	8.4		w		Tavera et al., 2001	25	10	MM	
1784.0723	Ambraseys, 1997b	1784	7	18				Elmali	39.5	40.2						Ambraseys, 1997b	7.6		s						
1784.0729	SisFrance, 2010	1784	7	29	21	10		Haiti	18.8	-72.667						Tanner and Shepherd, 1997	6.75		w		SisFrance, 2010	4	8	MSK	
1784.081416	Stucchi et al., 2012	1784	8	14	16	35		NA af Þjórsárbrú	64	-20.5	39.9	39.9	cat	10		Stucchi et al., 2012	7.1	0.3	w						
1785.0106	Zúñiga et al., 1997	1785	1	6				[Guatemala]	15.5	-89.7				5		Zúñiga et al., 1997	7.4		w						
1785.0711	Flores et al., 2012	1785	7	11				Puerto Rico	19.21	-64.6			bw			Flores et al., 2012	6.9	0.3	w	bw	Flores et al., 2012	7	6-7	MM	
1785.071212	Dimate et al., 2005	1785	7	12	12	45		Paramo Chingaza	5	-73.71					9	Dimate et al., 2005	7		w		Dimate et al., 2005	27	9	MSK	
1786.0601	Min Ziqun, 1995	1786	6	1				S of Kangding (Sichuan)	29.9	102	25	25			10	Min Ziqun, 1995	7.75		s						
1786.061	Min Ziqun, 1995	1786	6	10				Luhuo (Sichuan)	29.4	102.2	50	50				Min Ziqun, 1995	7		s						
1787.0328	Zúñiga et al., 1997	1787	3	28				Guerrero-Oxaca	16	-97					10	Suarez and Albini, 2009	8.6		w				10		
1787.0502	Flores et al., 2012	1787	5	2				Puerto Rico	17.33	-67.54			bw			Flores et al., 2012	6.9	0.2	w	bw	Flores et al., 2012	7	11	MM	
1787.071222	Bautista and Oike, 2000	1787	7	12	22	45		Philippines	11.05	122.25						Bautista and Oike, 2000	7.4		s						
1789.051101	UTSU online	1789	5	11	1			Tokushima, Kochi and Okayama Pref.	33.7	134.3						UTSU online	7		jma						
1789.0529	Ambraseys and Jackson, 1998	1789	5	28				Elazig	38.8	39.5						Ambraseys, 1989	7		s						"7.0 = Ms < 7.8"
1789.0607	Min Ziqun, 1995	1789	6	7				Huaning (Yunnan)	31	102.9	25	25			9+	Min Ziqun, 1995	7		s						
1790.040619	Stucchi et al., 2012	1790	4	6	19	29		[Vrancea deep]	45.7	26.6	29.9	29.9	cat	150	8	Stucchi et al., 2012	7.1	0.3	w		Shebalin (ed.), 1977	19	7	MSK	
1790.1009011	Hamdache et al., 2010	1790	10	9	1	15		Algeria	35.7	-0.6					10	Hamdache et al., 2010	7		w						
1790.120201	Shebalin and Leydecker, 1997	1790	12	2	1			Kamchatka	54	162	154	111		20		Shebalin and Leydecker, 1997	7.5		s						Parameters characterized by large uncertainity
1792.061316	UTSU online	1792	6	13	16			Hokkaido Shiribeshi	43.8	140						UTSU online	7.1		jma						
1792.0809	Min Ziqun, 1995	1792	8	9				Jiayi, Taiwan	23.6	120.6	25	25			9	Min Ziqun, 1995	7		s						
1792.082218	Shebalin and Leydecker, 1997	1792	8	22	18			Kamchatka	54	162	154	111		40		Shebalin and Leydecker, 1997	8.4		s						
1793.020814	UTSU online	1793	2	8	14			Aomori Pref.	40.85	139.95						UTSU online	7		jma						
1793.021714	UTSU online	1793	2	17	14			Miyagi, Iwate and Fukushima Pref.	38.5	144.5						UTSU online	8.2		jma						
1796.03301	CERESIS, 1995	1796	3	30	10	45		[Chile]	-27.35	-70.35					11	Lomnitz, 2004	7.5		s				11		
1796.0426	Sbeinati et al., 2005	1796	4	26				[Syria]	35.3	36.2				20	8-9	Sbeinati et al., 2005	6.8		s		Sbeinati et al., 2005	8	8	EMS	
1797.020412	Beauval et al., 2010	1797	2	4	12	45		[Ecuador]	-1.5	-78.6			bw			Beauval et al., 2010	7.6		w	bw	Beauval et al., 2010	117	11	MSK	
1797.0211	Musson, 2012a	1797	2	10	15			Indonesia	-2	99						Musson, 2012a	8		w						
1799.0827	Min Ziqun, 1995	1799	8	27				Shiping and Baoxiu (Yunnan)	23.8	102.4	10	10			9	Min Ziqun, 1995	7		s						
1802.1025	Tanner and Shepherd, 1997	1802	10	25				[Panamá]	7.5	-80.4				10	7	Tanner and Shepherd, 1997	6.7		w						
1802.10261	Stucchi et al., 2012	1802	10	26	10	55		[Vrancea deep]	45.7	26.6	29.9	29.9	cat	150	10	Stucchi et al., 2012	7.9	0.3	w		Tatevossian and Mokrushina, 1998	81	9	MSK	
1803.090101	Ambraseys and Douglas, 2004	1803	9	1	1	30		Uttar.Pradesh	31.5	79						Ambraseys and Douglas, 2004	7.4		w		Ambraseys and Douglas, 2004	33	8-9	MSK	
1803.1207	Benito et al., 2012	1803	12	7				Golfito (Subduction)	8.5	-83			cat	30	8	Benito et al., 2012	7.1		w					MM	
1804	White et al., 2004	1804						las Casas	16.5	-92.667					7	White et al., 2004	6.8	0.3	w				7	MM	"subduction"
1804.071022	UTSU online	1804	7	10	22			Yamagata and Akita Pref.	39.05	139.95						UTSU online	7		jma						
1805.061608	Dimate et al., 2005	1805	6	16				Honda (Tolima)	5.22	-74.75					9	Dimate et al., 2005	6.75		w						
1806.0325	Torres-Vera, 2010	1806	3	25				Colima	20.215	-103.41			bx			Torres-Vera, 2010	7.6		s		Torres-Vera, 2010	9	10	MM	
1806.0611	Min Ziqun, 1995	1806	6	11				NW of Cuona, Xizang  (Tibet)	28.2	91.8	100	100			10	Min Ziqun, 1995	7.5		s		Min Ziqun, 1995		9		
1810.021622	Stucchi et al., 2012	1810	2	16	22	15		Heraklio	35.5	25.6	10	10	cat	90	9	Stucchi et al., 2012	7.5	0.5	w		University of Thessaloniki, 2003	2	9	MM	
1811.0318	Min Ziqun, 1995	1811	3	18				W coast of Xinzhu, Taiwan	24.8	120.8	100	100				Min Ziqun, 1995	6.75		s						
1811.1216	CEUS, 2012	1811	12	16	8	15		[United States]	36	-89.96			cat			CEUS, 2012	7.6		w						
1811.1216001	CEUS, 2012	1811	12	16	14	15		[United States]	36	-90			cat			CEUS, 2012	7.17		w						
1812.0123	CEUS, 2012	1812	1	23	15			[United States]	36.8	-89.5			cat			CEUS, 2012	7.5		w						
1812.0207	CEUS, 2012	1812	2	7	9	45		[United States]	36.3	-89.4			cat			CEUS, 2012	7.8		w						
1812.0308	Min Ziqun, 1995	1812	3	8				East of Nileke (Xinjiang)	43.7	83.5	50	50			11	Min Ziqun, 1995	8		s						
1812.03262	Choy et al., 2010	1812	3	26	20	7		Barquisimeto-San Felipe	10.2	-68.95					9-10	Choy et al., 2010	7.4		w		Choy et al., 2010	23	9-10	MM	
1812.0326202	Choy et al., 2010	1812	3	26	20	7		Caracas	10.6	-67.1					9-10	Choy et al., 2010	7.1		w		Choy et al., 2010	33	9-10	MM	
1812.04212	Grunewald and Stein, 2006	1812	4	21				[subduction]	35.39	139.62						Grunewald and Stein, 2006	7.1	0.3	jma		Usami, 1994	23		JMA	
1812.1208	Felzer and Cao, 2008	1812	12	8	15			[United States]	34.37	-117.65						Felzer and Cao, 2008	7.5		w						
1812.1221	Felzer and Cao, 2008	1812	12	21	19			[United States]	34.2	-119.8						Felzer and Cao, 2008	7.1		w						
1815.08	Peraldo and Montero, 1999	1815	8	20				[El Salvador]	12.75	-89					8	Peraldo and Montero, 1999	7.2		s						
1815.1023	Min Ziqun, 1995	1815	10	23				Pinglu (Shanxi)	34.8	111.2	25	25			9	Min Ziqun, 1995	6.75		s						
1815.112215	Musson, 2012a	1815	11	22	15			Indonesia	-8	115						Musson, 2012a	7		w						
1816.0202	Stucchi et al., 2012	1816	2	2	0	40		Offshore Portugal	37	-15	99.9	99.9	cat			Stucchi et al., 2012	7	0.5	w						
1816.0723	Zúñiga et al., 1997	1816	7	23	0	30		[Guatemala]	15.35	-91.25				10		Zúñiga et al., 1997	7.7		w						
1816.1014	Musson, 2012a	1816	10	14				Banda	-4.6	130.4						Musson, 2012a	7		w						
1816.1208	Min Ziqun, 1995	1816	12	8				Luhuo (Sichuan)	31.4	100.7	25	25			10	Min Ziqun, 1995	7.5		s						
1817.0704	INPRES, 2012	1817	7	4	17	30		[Argentina]	-28	-64.5				30	8	INPRES, 2012	7		s						
1818.0318	Musson, 2012a	1818	3	18				Indonesia	-4.9	101.6						Musson, 2012a	7.5		w						
1818.0531	Zúñiga et al., 1997	1818	5	31				Jalisco-Colima	19	-105					10	Zúñiga et al., 1997	8.2		w				10		
1818.1108151	Musson, 2012a	1818	11	8	15	15		Indonesia	-7	117						Musson, 2012a	8.5		w						
1819.041115	CERESIS, 1995	1819	4	11	15			[Chile]	-27.35	-70.35					10	Lomnitz, 2004	8.5		s				10		
1819.061619	Ambraseys and Douglas, 2004	1819	6	16	19			Cutchch	23	69						Ambraseys and Douglas, 2004	8.1		w		Ambraseys and Douglas, 2004	30	9	MSK	
1819.080214	UTSU online	1819	8	2	14			Shiga Pref. and surrounding	35.2	136.3						UTSU online	7.3		jma						
1820	Ambraseys and Adams, 1986b	1820						Off Congo	-4.5	11.6					4	Ambraseys and Adams, 1986b	6.2		s						
1820.0504	Zúñiga et al., 1997	1820	5	4				Costa de Guerrero	16.5	-99					9	Zúñiga et al., 1997	7.8		w				9		
1820.1019	Benito et al., 2012	1820	10	19				San Pedro Sula	14.98	-88			cat		8	Benito et al., 2012	6.5		w					MM	"crustal"
1820.122901	Musson, 2012a	1820	12	29	1			Indonesia	-7	119						Musson, 2012a	7.5		w						
1822.0403	Szeliga et al., 2010	1822	4	3				Bengal	24.32	90.72			bw	15		Szeliga et al., 2010	7.1		w						
1822.050706	Benito et al., 2012	1822	5	7				Limon (San Estanislao Eq.)	9.63	-83.15			cat	20	9	Benito et al., 2012	7.6		w					MM	
1822.0813	Ambraseys, 1989	1822	8	13	20	40		Aafrine	36.7	36.9	40	40				Ambraseys, 1989	7.4		s						"M = 7.4+"
1822.112002	CERESIS, 1995	1822	11	20	2	30		[Chile]	-33.05	-71.63					11	Lomnitz, 2004	8.25	0.25	s				11		
1823.0209	Szeliga et al., 2010	1823	2	9				North Indian Ocean	7.62	84.69			bw	15		Szeliga et al., 2010	7.9		w						
1823.060208	Stover and Coffman, 1993	1823	6		8	0		Kaimu	19.25	-155					9	Wyss and Koyanagi, 1992	7.2		s				9	MM	
1824.1026	Bautista and Oike, 2000	1824	10	26				Philippines	14.2	121.9						Bautista and Oike, 2000	7.4		s						
1825.030207	Hamdache et al., 2010	1825	3	2	7			Algeria	36.5	2.9					10	Hamdache et al., 2010	7		w						
1826.0101	Musson, 2012c	1826						Milford Sound	-44.7	167.4						Musson, 2012c	8		w						
1826.0403	Benito et al., 2012	1826	4	3				Nicoya Peninsula	10	-85.5			cat	45	8	Benito et al., 2012	7.1		w					MM	
1827.090106	Peraldo and Montero, 1999	1827	9	1				[Guatemala]	13.75	-91.46					7	Peraldo and Montero, 1999	7		s						
1827.111623	Dimate et al., 2005	1827	11	16	23			Timana (Huila)	1.9	-75.9					9	Dimate et al., 2005	7.75		w						
1828.060706	Zhang et al., 1999	1828	6	7	6			Pakistan	35	77			cat			Zhang et al., 1999	7.4		w						
1829.030722	Tatevossian et al., 2012	1829	3	8				[Russia]	51.7	101					9-10	Tatevossian et al., 2012	6.9	0.2	s		Tatevossian et al., 2012	9	9-10	MSK	
1829.092614	CERESIS, 1995	1829	9	26	14	30		[Chile]	-33.05	-71.63					11	Lomnitz, 2004	7		s				11		
1829.112601	Stucchi et al., 2012	1829	11	26	1	40		[Vrancea deep]	45.8	26.6	29.9	29.9	cat	150	8-9	Stucchi et al., 2012	7.3	0.3	w		Shebalin (ed.), 1977	30	7-8	MSK	
1829.1217	White et al., 2004	1829	12	17				Chiquimutilla	14.167	-90.25					7	White et al., 2004	7.1	0.1	w				7	MM	"subduction"
1830.032712	Ambraseys and Melville, 1982	1830	3	27	12			Damavand-Shamiranat	35.7	52.5						Ambraseys and Melville, 1982	7.1		s						
1830.032801	Musson, 2012a	1830	3	28	1			Ambon	-4.05	128						Musson, 2012a	7		w						
1830.0612	Min Ziqun, 1995	1830	6	12				Cixian (Hebei)	36.4	114.3	25	25			10	Min Ziqun, 1995	7.5		s		Min Ziqun, 1995		10		
1831.0207	White et al., 2004	1831	2	7				Jalpatagua	13.833	-89.583					7	White et al., 2004	7.1	0.2	w				7	MM	"subduction"
1832.0122	Ambraseys and Bilham, 2003	1832	1	22				Badakhshan	36.5	71						Ambraseys and Bilham, 2003	7.3		w						
1833.082617	Min Ziqun, 1995	1833	8	26				Nyalam, Xizang (Tibet)	28.3	85.5	50	50			11	Min Ziqun, 1995	8		s						"Io = X"
1833.0906	Min Ziqun, 1995	1833	9	6				Songming and Yanglin (Yunnan)	25	103	25	25			10	Min Ziqun, 1995	8		s		Min Ziqun, 1995		10		
1833.09181	Tavera et al., 2001	1833	9	18	10	45		[Peru]	-18.251	-71.01				60	7	Tavera et al., 2001	7.2		w		Tavera et al., 2001	14	7	MM	
1833.1002	Benito et al., 2012	1833	10	2				Nicoya Peninsula 	10	-85.5			cat	45	8	Benito et al., 2012	7		w					MM	
1833.1124	Musson, 2012a	1833	11	24	13	30		Indonesia	-3.5	100						Musson, 2012a	9		w						
1833.120715	UTSU online	1833	12	7	15			Yamagata and Akita Pref., Sado	38.9	139.25						UTSU online	7.7		jma						
1834.012012	Beauval et al., 2013	1834	1	20				Carchi/Nariño	1.12	-77						Beauval et al., 2013	7.4	0.2	w	bw					"Mw: 7.2–7.6"
1834.1009223	Musson, 2012a	1834	10	9	22	30		Indonesia	-6.9	107						Musson, 2012a	7		w						
1835.022015	CERESIS, 1995	1835	2	20	15	30		[Chile]	-36.83	-73.03					11	Lomnitz, 2004	8.25	0.25	s				11		
1835.072014	UTSU online	1835	7	20	14			Sendai	38.5	142.5						UTSU online	7		jma						
1835.103119	Musson, 2012a	1835	10	31	19			Indonesia	-3.4	128.1						Musson, 2012a	7		w						
1836.1128023	Musson, 2012a	1836	11	28	2	30		Indonesia	-8.3	118.7						Musson, 2012a	7.5		w						
1837.0101	Ambraseys, 2006	1837	1	1				Dead Sea	33.3	35.5						Ambraseys, 2006	7		s						
1837.0929071	Musson, 2012a	1837	9	29	7	15		Indonesia	5	94.5						Musson, 2012a	7.3		w						
1837.110711	CERESIS, 1995	1837	11	7	11	30		[Chile]	-39.8	-73.2					10	Lomnitz, 2004	8		s				10		
1837.1123	Zúñiga et al., 1997	1837	11	23				Oaxaca-sur de Guerrero	16	-98						Zúñiga et al., 1997	7.7		w						
1838	Ambraseys and Bilham, 2003	1838						Nasratabad-I	29.6	59.9						Ambraseys and Bilham, 2003	6.9		w						
1838.000002	Musson, 2012c	1838						Utapu	-39.4	175						Musson, 2012c	7		w						
1838.012318	Stucchi et al., 2012	1838	1	23	18	36		[Vrancea deep]	45.7	26.6	29.9	29.9	cat	150	9	Stucchi et al., 2012	7.5	0.3	w		Shebalin (ed.), 1977	40	8-9	MSK	
1838.06	Bakun, 1999	1838	6					[United States]	37.27	-122.23			bw			Bakun, 1999	6.8	0.5	w	bw					
1839.011109	SisFrance, 2010	1839	1	11	5	55		Sud-Est Martinique	14.5	-60.5	50	50			9	Dorel, 1981	7.8		s		SisFrance, 2010	45	9	MSK	
1839.0323	Zhang et al., 1999	1839	3	23				Myanmar	21.9	96			cat			Zhang et al., 1999	8		w						
1839.0501	UTSU online	1839	5	1	14			Kushiro (Akke)	42.5	145						UTSU online	7.3		jma						
1840.0104061	Musson, 2012a	1840	1	4	6	15		Indonesia	-8	110.5						Musson, 2012a	7		w						
1840.0213163	Musson, 2012a	1840	2	13	16	30		Indonesia	0.8	127.33						Musson, 2012a	7		w						
1840.0218	Benito et al., 2012	1840	2	18				West of Nicoya Peninsula	10.5	-86			cat	35	8	Benito et al., 2012	7.1		w					MM	
1840.070216	Shebalin and Tatevossian, 1997	1840	7	2	16			Turkey	39.6	44.1	66	56		24	9-10	Shebalin and Tatevossian, 1997	7.4		s		Shebalin and Tatevossian, 1997	25		MSK	
1841.051721	Shebalin and Leydecker, 1997	1841	5	17	21			Kamchatka	52.5	159.5	151	111		30		Shebalin and Leydecker, 1997	8.4		s						
1842.021911	Ambraseys and Douglas, 2004	1842	2	19	11	20		Kunar	34.7	71						Ambraseys and Douglas, 2004	7.6		w		Ambraseys and Douglas, 2004	29	8-9	MSK	
1842.050722	SisFrance, 2010	1842	5	7	17	14		Ile De La Tortue, Haiti	20.1	-72.817	20	20			9-10	Flores et al., 2012	7.6	0.2	w	bw	SisFrance, 2010	42	9-10	MSK	
1842.0611	Min Ziqun, 1995	1842	6	11				Close to Barkol (Xinjiang)	43.5	93.1	50	50			9	Min Ziqun, 1995	7		s						
1842.091604	Ambraseys and Douglas, 2004	1842	9	16	4	30		Zongguo	32.1	98.6						Ambraseys and Douglas, 2004	7.3		w						
1842.111121	Ambraseys and Douglas, 2004	1842	11	11	21	38		Bangla	24	90						Ambraseys and Douglas, 2004	6.7		w						
1843.0105213	Musson, 2012a	1843	1	5	21	30		Indonesia	1.2	97.8						Musson, 2012a	7.5		w						
1843.0208	Flores et al., 2012	1843	2	8				Lesser Antilles	16.34	-61.49			bw			Flores et al., 2012	7.8	0.2	w	bw	Flores et al., 2012	42	9	MM	"subduction"
1843.0425	Shebalin and Leydecker, 1997	1843	4	25				Kuril Islands	44.7	149.7	138	111		40		Shebalin and Leydecker, 1997	8.2		s						
1843.070805	Musson, 2012c	1843	7	8	4	45		Wanganui	-39.6	176.2						Musson, 2012c	7.6		w						
1844.0000002	Benito et al., 2012	1844	5					Intraplate	11.2	-84.8			cat	130	8	Benito et al., 2012	7.1		w					MM	
1844.0416	SisFrance, 2010	1844	4	16	9	20		Nord Porto-Rico	18.8	-66.6					8	Tanner and Shepherd, 1997	6.57		w		SisFrance, 2010	6	7	MSK	
1844.083007	SisFrance, 2010	1844	8	30	3	10		E. Grenada	12.083	-60.717	20	20			7	Dorel, 1981	7		s		SisFrance, 2010	14	6-7	MSK	"subduction"
1844.091823	CERESIS, 1995	1844	9	18	23			[Argentina]	-24.8	-64.7				30	7	CERESIS, 1995	6.5		s				7		
1845.0207193	Musson, 2012a	1845	2	7	19	30		Indonesia	2.6	122.6						Musson, 2012a	7		w						
1845.0212	Gouin, 1979	1845	2	12				Wollo	12.5	39						Gouin, 1979	6.5		m						
1845.0407	Zúñiga et al., 1997	1845	4	7				Costa de Guerrero	16.8	-100					10	Zúñiga et al., 1997	8.3		w				10		
1845.0806	Szeliga et al., 2010	1845	8	6				North East	26.09	90.89			bw	15		Szeliga et al., 2010	7.1		w						
1846.012501	Musson, 2012a	1846	1	25	1			Indonesia	1.4	127.2						Musson, 2012a	7.2		w						
1846.032817	Stucchi et al., 2012	1846	3	28	17			Heraklio	35.8	25	10	10	cat	90	7	Stucchi et al., 2012	7.2	0.5	w		University of Thessaloniki, 2003	1	7	MM	
1846.0804	Min Ziqun, 1995	1846	8	4				Huanghai (Yellow Sea)	33.5	122	100	100				Min Ziqun, 1995	7		s						
1847.050821	UTSU online	1847	5	8	21			Japan	36.7	138.2						UTSU online	7.4		jma						
1847.0621	Shebalin and Leydecker, 1997	1847	6	21				Kuril Islands	46	152	140	111		40		Shebalin and Leydecker, 1997	7.5		s						
1847.100815	CERESIS, 1995	1847	10	8	15	30		[Chile]	-31.61	-71.18					8	Lomnitz, 2004	7		s				8		
