# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: seconds	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks	GEHid
1747.1013000	White et al., 2004	1747	10	13				Cuyotenango	14.667	-91.500					8	White et al., 2004	7.10	0.20	w				8	MM	"subduction"	8149
1748.0313000	White et al., 2004	1748	03	13				Olocuitla	13.667	-89.083					8	White et al., 2004	7.10	0.20	w				8	MM	"subduction"	8297
1749.0120000	Tavera et al., 2001	1749	01	20				[Ecuador]	-4.000	-79.300					8	Tavera et al., 2001	7.40		s							7952
1750.0000000	Benito et al., 2012	1750						Pacific Coast (subduction) 	10.900	-86.000			cat	45	8	Benito et al., 2012	7.20		w					MM		5320
1751.0000000	Ambraseys and Jackson, 2003	1751						Guge	31.300	80.000						Ambraseys and Jackson, 2003	7.00		s							6605
1751.0304000	White et al., 2004	1751	03	04				Compala	14.667	-90.833					8	White et al., 2004	7.30	0.10	w				8	MM	"subduction"	8150
1751.0521020	UTSU online	1751	05	21	02			Niigata Pref., N Nagano Pref.	37.100	138.200						UTSU online	7.20		jma							1604
1751.0525050	CERESIS, 1995	1751	05	25	05	30		[Chile]	-36.830	-73.030					11	Lomnitz, 2004	8.50		s				11			1610
1751.0916030	Alvarez et al., 1999	1751	09	16	03	29		[Haiti]	18.600	-72.300				30		Alvarez et al., 1999	6.80		s							1614
1751.1018200	Flores et al., 2012	1751	10	18				[Dominican Republic]	18.360	-70.840			bw			Flores et al., 2012	7.45	0.20	w	bw	Flores et al., 2012	14	8	MM		8358
1751.1121130	Flores et al., 2012	1751	11	21				[Haiti]	18.540	-72.320			bw			Flores et al., 2012	6.60	0.20	w	bw	Flores et al., 2012	14	9	MM		8361
1754.0615000	Stucchi et al., 2012	1754	06	15				[Corinth]	37.800	22.800	10.0	10.0	cat		8	Stucchi et al., 2012	7.00	0.50	w		University of Thessaloniki, 2003	1	8	MM		1629
1754.0818073	Musson, 2012a	1754	08	18	07	35		Indonesia	-3.500	128.500						Musson, 2012a	7.00		w							7783
1754.0901000	Zúñiga et al., 1997	1754	09	01				Costa de Guerrero	16.800	-100.000					11	Zúñiga et al., 1997	7.80		w				11			8886
1754.1000000	Ambraseys et al., 1994	1754	10					Gulf of Suez ?	29.600	32.200						Ambraseys et al., 1994	6.60		s							7642
1755.1101090	Stucchi et al., 2012	1755	11	01	09	30		Lisboa	36.500	-10.000	49.9	49.9	cat			Stucchi et al., 2012	8.50	0.30	w		Sousa Moreira, 1984	128	10	MM		1647
1756.0213000	Stucchi et al., 2012	1756	02	13				Rhodos	36.300	27.500	10.0	10.0	cat		7	Stucchi et al., 2012	7.50	0.35	w		University of Thessaloniki, 2003	5	7	MM		1656
1756.1103000	Musson, 2012a	1756	11	03				Indonesia	-4.500	101.400						Musson, 2012a	7.90		w							7784
1757.1004000	White et al., 2004	1757	10	04				Alotenango	14.500	-90.750					7	White et al., 2004	6.80	0.30	w				7	MM	"subduction"	8151
1759.1125000	Sbeinati et al., 2005	1759	11	25				[Lebanon]	33.700	35.900				30	9	Sbeinati et al., 2005	7.40		s		Sbeinati et al., 2005	24	8	EMS		1676
1760.0711000	Alvarez et al., 1999	1760	07	11				[Cuba]	19.900	-76.000				30		Alvarez et al., 1999	6.70		s							1678
1761.0331120	Stucchi et al., 2012	1761	03	31	12	15		SW. Cabo San Vicente	36.000	-10.500	99.9	99.9	cat			Stucchi et al., 2012	7.50	0.50	w		Instituto Geografíco Nacional, 2010	77	6-7	EMS		1681
1762.0402170	Cummins, 2007	1762	04	02				Arakan	20.000	93.500						Cummins, 2007	8.80		w							6682
1762.1031140	UTSU online	1762	10	31	14			Sado	38.100	138.700						UTSU online	7.00		jma							1694
1763.0129180	UTSU online	1763	01	29	18			Aomori Pref. (Hachinohe and others)	41.000	142.500						UTSU online	7.70		jma							1695
1763.0311120	UTSU online	1763	03	11	12			Aomori Pref. (Hachinohe)	41.000	142.000						UTSU online	7.30		jma							1696
1763.0315140	UTSU online	1763	03	15	14			Aomori Pref. (Hachinohe)	41.000	142.000						UTSU online	7.00		jma							1697
1763.0912090	Musson, 2012a	1763	09	12	09			Indonesia	-6.700	130.000						Musson, 2012a	7.00		w							7785
1764.0700000	White et al., 2004	1764						Quezaltenango	14.833	-91.833						White et al., 2004	6.80	0.30	w						"subduction"	8152
1765.0602000	Peraldo and Montero, 1999	1765	06	02				[Guatemala]	14.830	-89.500						White, 1984	6.90	0.30	w							8116
1765.1024000	White et al., 2004	1765	10	24				Ostuncalco to Tacana	15.000	-91.917					8	White et al., 2004	7.90	0.30	w				8	MM	"subduction"	8153
1766.0308180	UTSU online	1766	03	08	18			Aomori, Hirosaki	40.730	140.590				10		UTSU online	7.30		jma							1718
1766.0522000	Stucchi et al., 2012	1766	05	22				Istanbul	40.837	29.463	9.5	23.2	bx		8	Stucchi et al., 2012	6.76	0.38	w		University of Thessaloniki, 2003	13	9	MM		5347
1766.0612050	SisFrance, 2010	1766	06	11	23	57		Cuba	20.533	-76.800	20.0	20.0			8-9	Alvarez et al., 1999	7.50		s		SisFrance, 2010	11	8	MSK		8366
1766.0805000	Stucchi et al., 2012	1766	08	05				Marmara Sea	40.665	27.108	9.8	13.3	bx		9-10	Stucchi et al., 2012	7.08	0.34	w		University of Thessaloniki, 2003	20	10	MM		1722
1766.1021090	Mocquet, 2007	1766	10	21	04	30		Trinidad	11.000	-62.500				85	9-10	Mocquet, 2007	7.00		s		Mocquet, 2007	62	9-10	EMS		5656
1767.1022100	Grunewald and Stein, 2006	1767	10	22				Honshu	35.130	139.050						Grunewald and Stein, 2006	7.00	0.40	jma		Usami, 1994	8		JMA		6272
1769.0829150	UTSU online	1769	08	29	15			Oita, Miyazaki and Kumamoto Pref.	33.000	132.100						UTSU online	7.80		jma							1741
1770.0000001	Musson, 2012a	1770						Indonesia	-5.300	102.000						Musson, 2012a	7.00		w							7786
1770.0604000	Flores et al., 2012	1770	06	03				[Haiti]	18.500	-72.860			bw			Flores et al., 2012	7.50	0.20	w	bw	Flores et al., 2012	32	9	MM		8368
1771.0424080	UTSU online	1771	04	24	08			Yae-yama mountain, Miyako Islands	24.000	124.300						UTSU online	7.40		jma							1755
1772.0603100	Bozkurt et al., 2007	1772	06	03				Japan	39.500	143.500			cat			Bozkurt et al., 2007	7.50		jma		Bozkurt et al., 2007	5	4	JMA		8311
1772.0615000	White et al., 2004	1772	06	15				S Antonio Suchitepequez	14.583	-91.500					7	White et al., 2004	7.00	0.10	w				7	MM	"subduction"	8154
1773.0729000	White et al., 2004	1773	07	29				Antigua to L. Atitlan	14.667	-91.167					8	White et al., 2004	7.50	0.10	w				8	MM	"subduction"	8156
1773.0907000	White et al., 2004	1773	09	07				Antigua	14.500	-90.750					7	White et al., 2004	6.80	0.30	w				7	MM	"subduction"	8157
1773.1213000	White et al., 2004	1773	12	13				Antigua	14.583	-91.500					7	White et al., 2004	7.10	0.20	w				7	MM	"subduction"	8158
1776.0330000	White et al., 2004	1776	03	30				Cuilapa	14.250	-90.250					7-8	White et al., 2004	7.20	0.10	w				7-8	MM	"subduction"	8159
1776.0421000	Zúñiga et al., 1997	1776	04	21				Acapulco	16.800	-100.000					9	Zúñiga et al., 1997	7.70		w				9			8888
1776.0530170	White et al., 2004	1776	05	30				Santa Ana and Ahuachapan provinces	13.833	-89.833					7-8	White et al., 2004	7.90	0.20	w				7-8	MM	"subduction"	8298
1776.0706000	White et al., 2004	1776	07	06				San Salvador	13.583	-89.000					6-7	White et al., 2004	6.80	0.30	w				6-7	MM	"subduction"	8299
1776.1115000	White et al., 2004	1776	11	15				San Salvador	13.583	-89.000					7	White et al., 2004	7.00	0.30	w				7	MM	"subduction"	8300
1777.0330010	Musson, 2012a	1777	03	30	01			Ambon	-4.000	128.000						Musson, 2012a	7.00		w							7787
1780.0108220	Ambraseys and Melville, 1982	1780	01	08	24			Tabriz	38.200	46.000						Ambraseys and Melville, 1982	7.70		s							5369
1780.0119000	Shebalin and Leydecker, 1997	1780	01	19				Kuril Islands	45.800	152.000	139.0	111.0		40		Shebalin and Leydecker, 1997	7.00		s							1808
1780.0122073	Musson, 2012a	1780	01	22	07	39		Java	-8.600	105.500						Musson, 2012a	8.50		w							7788
1780.0531000	Usami, 1979	1780	05	31				Japan	45.300	151.200						Usami, 1979	7.00		jma							7544
1780.0629000	Shebalin and Leydecker, 1997	1780	06	29				Kuril Islands	46.000	151.000	140.0	111.0		40		Shebalin and Leydecker, 1997	7.50		s							1811
1782.0522160	CERESIS, 1995	1782	05	22	16			[Argentina]	-33.000	-69.200				30	8	CERESIS, 1995	7.00		s				8			1820
1782.0823200	Grunewald and Stein, 2006	1782	08	23				[subduction]	35.400	139.100						Grunewald and Stein, 2006	7.20	0.30	jma		Usami, 1994	48		JMA		6278
1783.0205120	Stucchi et al., 2012	1783	02	05	12			Calabria	38.297	15.970	1.2	0.9	bx		11	Stucchi et al., 2012	7.00	0.30	w		Guidoboni et al., 2007	356	11	MCS		1829
1783.1129200	Benito et al., 2012	1783	11	29				Santiago. Nonualco	13.630	-88.780			cat	5	8	Benito et al., 2012	6.60		w					MM		5282
1784.0513120	Tavera et al., 2001	1784	05	13	12	36		[Peru]	-16.500	-72.000				27	10	Tavera et al., 2001	8.40		w		Tavera et al., 2001	25	10	MM		7957
1784.0723000	Ambraseys, 1997b	1784	07	18				Elmali	39.500	40.200						Ambraseys, 1997b	7.60		s							6895
1784.0729000	SisFrance, 2010	1784	07	29	21	10		Haiti	18.800	-72.667						Tanner and Shepherd, 1997	6.75		w		SisFrance, 2010	4	8	MSK		8370
1784.0814160	Stucchi et al., 2012	1784	08	14	16	35		NA af Þjórsárbrú	64.000	-20.500	39.9	39.9	cat	10		Stucchi et al., 2012	7.10	0.30	w							1845
1785.0106000	Zúñiga et al., 1997	1785	01	06				[Guatemala]	15.500	-89.700				5		Zúñiga et al., 1997	7.40		w							1852
1785.0711000	Flores et al., 2012	1785	07	11				Puerto Rico	19.210	-64.600			bw			Flores et al., 2012	6.90	0.30	w	bw	Flores et al., 2012	7	6-7	MM		8372
1785.0712120	Dimate et al., 2005	1785	07	12	12	45		Paramo Chingaza	5.000	-73.710					9	Dimate et al., 2005	7.00		w		Dimate et al., 2005	27	9	MSK		5659
1786.0601000	Min Ziqun, 1995	1786	06	01				S of Kangding (Sichuan)	29.900	102.000	25.0	25.0			10	Min Ziqun, 1995	7.75		s							6282
1786.0610000	Min Ziqun, 1995	1786	06	10				Luhuo (Sichuan)	29.400	102.200	50.0	50.0				Min Ziqun, 1995	7.00		s							6283
1787.0328000	Zúñiga et al., 1997	1787	03	28				Guerrero-Oxaca	16.000	-97.000					10	Suarez and Albini, 2009	8.60		w				10			8889
1787.0502000	Flores et al., 2012	1787	05	02				Puerto Rico	17.330	-67.540			bw			Flores et al., 2012	6.90	0.20	w	bw	Flores et al., 2012	7	11	MM		8376
1787.0712220	Bautista and Oike, 2000	1787	07	12	22	45		Philippines	11.050	122.250						Bautista and Oike, 2000	7.40		s							1890
1789.0511010	UTSU online	1789	05	11	01			Tokushima, Kochi and Okayama Pref.	33.700	134.300						UTSU online	7.00		jma							1897
1789.0529000	Ambraseys and Jackson, 1998	1789	05	28				Elazig	38.800	39.500						Ambraseys, 1989	7.00		s						"7.0 ≤ Ms < 7.8"	7695
1789.0607000	Min Ziqun, 1995	1789	06	07				Huaning (Yunnan)	31.000	102.900	25.0	25.0			9+	Min Ziqun, 1995	7.00		s							6287
1790.0406190	Stucchi et al., 2012	1790	04	06	19	29		[Vrancea deep]	45.700	26.600	29.9	29.9	cat	150	8	Stucchi et al., 2012	7.10	0.30	w		Shebalin (ed.), 1977	19	7	MSK		1903
1790.1009011	Hamdache et al., 2010	1790	10	09	01	15		Algeria	35.700	-0.600					10	Hamdache et al., 2010	7.00		w							6671
1790.1202010	Shebalin and Leydecker, 1997	1790	12	02	01			Kamchatka	54.000	162.000	154.0	111.0		20		Shebalin and Leydecker, 1997	7.50		s						Parameters characterized by large uncertainity	1905
1792.0613160	UTSU online	1792	06	13	16			Hokkaido Shiribeshi	43.800	140.000						UTSU online	7.10		jma							1916
1792.0809000	Min Ziqun, 1995	1792	08	09				Jiayi, Taiwan	23.600	120.600	25.0	25.0			9	Min Ziqun, 1995	7.00		s							6293
1792.0822180	Shebalin and Leydecker, 1997	1792	08	22	18			Kamchatka	54.000	162.000	154.0	111.0		40		Shebalin and Leydecker, 1997	8.40		s							1919
1793.0208140	UTSU online	1793	02	08	14			Aomori Pref.	40.850	139.950						UTSU online	7.00		jma							1924
1793.0217140	UTSU online	1793	02	17	14			Miyagi, Iwate and Fukushima Pref.	38.500	144.500						UTSU online	8.20		jma							1925
1796.0330100	CERESIS, 1995	1796	03	30	10	45		[Chile]	-27.350	-70.350					11	Lomnitz, 2004	7.50		s				11			1938
1796.0426000	Sbeinati et al., 2005	1796	04	26				[Syria]	35.300	36.200				20	8-9	Sbeinati et al., 2005	6.80		s		Sbeinati et al., 2005	8	8	EMS		1943
1797.0204120	Beauval et al., 2010	1797	02	04	12	45		[Ecuador]	-1.500	-78.600			bw			Beauval et al., 2010	7.60		w	bw	Beauval et al., 2010	117	11	MSK		5662
1797.0211000	Musson, 2012a	1797	02	10	15			Indonesia	-2.000	99.000						Musson, 2012a	8.00		w							7789
1799.0827000	Min Ziqun, 1995	1799	08	27				Shiping and Baoxiu (Yunnan)	23.800	102.400	10.0	10.0			9	Min Ziqun, 1995	7.00		s							6300
1802.1025000	Tanner and Shepherd, 1997	1802	10	25				[Panamá]	7.500	-80.400				10	7	Tanner and Shepherd, 1997	6.70		w							1974
1802.1026100	Stucchi et al., 2012	1802	10	26	10	55		[Vrancea deep]	45.700	26.600	29.9	29.9	cat	150	10	Stucchi et al., 2012	7.90	0.30	w		Tatevossian and Mokrushina, 1998	81	9	MSK		1975
1803.0901010	Ambraseys and Douglas, 2004	1803	09	01	01	30		Uttar.Pradesh	31.500	79.000						Ambraseys and Douglas, 2004	7.40		w		Ambraseys and Douglas, 2004	33	8-9	MSK		1983
1803.1207000	Benito et al., 2012	1803	12	07				Golfito (Subduction)	8.500	-83.000			cat	30	8	Benito et al., 2012	7.10		w					MM		5222
1804.0000000	White et al., 2004	1804						las Casas	16.500	-92.667					7	White et al., 2004	6.80	0.30	w				7	MM	"subduction"	8872
1804.0710220	UTSU online	1804	07	10	22			Yamagata and Akita Pref.	39.050	139.950						UTSU online	7.00		jma							1992
1805.0616080	Dimate et al., 2005	1805	06	16				Honda (Tolima)	5.220	-74.750					9	Dimate et al., 2005	6.75		w							7962
1806.0325000	Torres-Vera, 2010	1806	03	25				Colima	20.215	-103.410			bx			Torres-Vera, 2010	7.60		s		Torres-Vera, 2010	9	10	MM		8913
1806.0611000	Min Ziqun, 1995	1806	06	11				NW of Cuona, Xizang  (Tibet)	28.200	91.800	100.0	100.0			10	Min Ziqun, 1995	7.50		s		Min Ziqun, 1995		9			6304
1810.0216220	Stucchi et al., 2012	1810	02	16	22	15		Heraklio	35.500	25.600	10.0	10.0	cat	90	9	Stucchi et al., 2012	7.50	0.50	w		University of Thessaloniki, 2003	2	9	MM		2051
1811.0318000	Min Ziqun, 1995	1811	03	18				W coast of Xinzhu, Taiwan	24.800	120.800	100.0	100.0				Min Ziqun, 1995	6.75		s							6567
1811.1216000	CEUS, 2012	1811	12	16	08	15		[United States]	36.000	-89.960			cat			CEUS, 2012	7.60		w							8481
1811.1216001	CEUS, 2012	1811	12	16	14	15		[United States]	36.000	-90.000			cat			CEUS, 2012	7.17		w							8484
1812.0123000	CEUS, 2012	1812	01	23	15			[United States]	36.800	-89.500			cat			CEUS, 2012	7.50		w							8485
1812.0207000	CEUS, 2012	1812	02	07	09	45		[United States]	36.300	-89.400			cat			CEUS, 2012	7.80		w							8486
1812.0308000	Min Ziqun, 1995	1812	03	08				East of Nileke (Xinjiang)	43.700	83.500	50.0	50.0			11	Min Ziqun, 1995	8.00		s							6314
1812.0326200	Choy et al., 2010	1812	03	26	20	07		Barquisimeto-San Felipe	10.200	-68.950					9-10	Choy et al., 2010	7.40		w		Choy et al., 2010	23	9-10	MM		5664
1812.0326202	Choy et al., 2010	1812	03	26	20	07		Caracas	10.600	-67.100					9-10	Choy et al., 2010	7.10		w		Choy et al., 2010	33	9-10	MM		5663
1812.0421200	Grunewald and Stein, 2006	1812	04	21				[subduction]	35.390	139.620						Grunewald and Stein, 2006	7.10	0.30	jma		Usami, 1994	23		JMA		6315
1812.1208000	Felzer and Cao, 2008	1812	12	08	15			[United States]	34.370	-117.650						Felzer and Cao, 2008	7.50		w							5667
1812.1221000	Felzer and Cao, 2008	1812	12	21	19			[United States]	34.200	-119.800						Felzer and Cao, 2008	7.10		w							5668
1815.0800000	Peraldo and Montero, 1999	1815	08	20				[El Salvador]	12.750	-89.000					8	Peraldo and Montero, 1999	7.20		s							8277
1815.1023000	Min Ziqun, 1995	1815	10	23				Pinglu (Shanxi)	34.800	111.200	25.0	25.0			9	Min Ziqun, 1995	6.75		s							6572
1815.1122150	Musson, 2012a	1815	11	22	15			Indonesia	-8.000	115.000						Musson, 2012a	7.00		w							7790
1816.0202000	Stucchi et al., 2012	1816	02	02	00	40		Offshore Portugal	37.000	-15.000	99.9	99.9	cat			Stucchi et al., 2012	7.00	0.50	w							2130
1816.0723000	Zúñiga et al., 1997	1816	07	23	00	30		[Guatemala]	15.350	-91.250				10		Zúñiga et al., 1997	7.70		w							2136
1816.1014000	Musson, 2012a	1816	10	14				Banda	-4.600	130.400						Musson, 2012a	7.00		w							7791
1816.1208000	Min Ziqun, 1995	1816	12	08				Luhuo (Sichuan)	31.400	100.700	25.0	25.0			10	Min Ziqun, 1995	7.50		s							6318
1817.0704000	INPRES, 2012	1817	07	04	17	30		[Argentina]	-28.000	-64.500				30	8	INPRES, 2012	7.00		s							7964
1818.0318000	Musson, 2012a	1818	03	18				Indonesia	-4.900	101.600						Musson, 2012a	7.50		w							7792
1818.0531000	Zúñiga et al., 1997	1818	05	31				Jalisco-Colima	19.000	-105.000					10	Zúñiga et al., 1997	8.20		w				10			8890
1818.1108151	Musson, 2012a	1818	11	08	15	15		Indonesia	-7.000	117.000						Musson, 2012a	8.50		w							7793
1819.0411150	CERESIS, 1995	1819	04	11	15			[Chile]	-27.350	-70.350					10	Lomnitz, 2004	8.50		s				10			2159
1819.0616190	Ambraseys and Douglas, 2004	1819	06	16	19			Cutchch	23.000	69.000						Ambraseys and Douglas, 2004	8.10		w		Ambraseys and Douglas, 2004	30	9	MSK		2166
1819.0802140	UTSU online	1819	08	02	14			Shiga Pref. and surrounding	35.200	136.300						UTSU online	7.30		jma							2168
1820.0000000	Ambraseys and Adams, 1986b	1820						Off Congo	-4.500	11.600					4	Ambraseys and Adams, 1986b	6.20		s							6919
1820.0504000	Zúñiga et al., 1997	1820	05	04				Costa de Guerrero	16.500	-99.000					9	Zúñiga et al., 1997	7.80		w				9			8891
1820.1019000	Benito et al., 2012	1820	10	19				San Pedro Sula	14.980	-88.000			cat		8	Benito et al., 2012	6.50		w					MM	"crustal"	5309
1820.1229010	Musson, 2012a	1820	12	29	01			Indonesia	-7.000	119.000						Musson, 2012a	7.50		w							7794
1822.0403000	Szeliga et al., 2010	1822	04	03				Bengal	24.320	90.720			bw	15		Szeliga et al., 2010	7.10		w							6613
1822.0507060	Benito et al., 2012	1822	05	07				Limon (San Estanislao Eq.)	9.630	-83.150			cat	20	9	Benito et al., 2012	7.60		w					MM		5223
1822.0813000	Ambraseys, 1989	1822	08	13	20	40		Aafrine	36.700	36.900	40.0	40.0				Ambraseys, 1989	7.40		s						"M = 7.4+"	6891
1822.1120020	CERESIS, 1995	1822	11	20	02	30		[Chile]	-33.050	-71.630					11	Lomnitz, 2004	8.25	0.25	s				11			2214
1823.0209000	Szeliga et al., 2010	1823	02	09				North Indian Ocean	7.620	84.690			bw	15		Szeliga et al., 2010	7.90		w							6614
1823.0602080	Stover and Coffman, 1993	1823	06		08	00		Kaimu	19.250	-155.000					9	Wyss and Koyanagi, 1992	7.20		s				9	MM		8524
1824.1026000	Bautista and Oike, 2000	1824	10	26				Philippines	14.200	121.900						Bautista and Oike, 2000	7.40		s							2238
1825.0302070	Hamdache et al., 2010	1825	03	02	07			Algeria	36.500	2.900					10	Hamdache et al., 2010	7.00		w							6672
1826.0101000	Musson, 2012c	1826						Milford Sound	-44.700	167.400						Musson, 2012c	8.00		w							8325
1826.0403000	Benito et al., 2012	1826	04	03				Nicoya Peninsula	10.000	-85.500			cat	45	8	Benito et al., 2012	7.10		w					MM		5224
1827.0901060	Peraldo and Montero, 1999	1827	09	01				[Guatemala]	13.750	-91.460					7	Peraldo and Montero, 1999	7.00		s							8117
1827.1116230	Dimate et al., 2005	1827	11	16	23			Timana (Huila)	1.900	-75.900					9	Dimate et al., 2005	7.75		w							7970
1828.0607060	Zhang et al., 1999	1828	06	07	06			Pakistan	35.000	77.000			cat			Zhang et al., 1999	7.40		w							2298
1829.0307220	Tatevossian et al., 2012	1829	03	08				[Russia]	51.700	101.000					9-10	Tatevossian et al., 2012	6.90	0.20	s		Tatevossian et al., 2012	9	9-10	MSK		5371
1829.0926140	CERESIS, 1995	1829	09	26	14	30		[Chile]	-33.050	-71.630					11	Lomnitz, 2004	7.00		s				11			2331
1829.1126010	Stucchi et al., 2012	1829	11	26	01	40		[Vrancea deep]	45.800	26.600	29.9	29.9	cat	150	8-9	Stucchi et al., 2012	7.30	0.30	w		Shebalin (ed.), 1977	30	7-8	MSK		2335
1829.1217000	White et al., 2004	1829	12	17				Chiquimutilla	14.167	-90.250					7	White et al., 2004	7.10	0.10	w				7	MM	"subduction"	8160
1830.0327120	Ambraseys and Melville, 1982	1830	03	27	12			Damavand-Shamiranat	35.700	52.500						Ambraseys and Melville, 1982	7.10		s							6864
1830.0328010	Musson, 2012a	1830	03	28	01			Ambon	-4.050	128.000						Musson, 2012a	7.00		w							7795
1830.0612000	Min Ziqun, 1995	1830	06	12				Cixian (Hebei)	36.400	114.300	25.0	25.0			10	Min Ziqun, 1995	7.50		s		Min Ziqun, 1995		10			6334
1831.0207000	White et al., 2004	1831	02	07				Jalpatagua	13.833	-89.583					7	White et al., 2004	7.10	0.20	w				7	MM	"subduction"	8301
1832.0122000	Ambraseys and Bilham, 2003	1832	01	22				Badakhshan	36.500	71.000						Ambraseys and Bilham, 2003	7.30		w							2376
1833.0826170	Min Ziqun, 1995	1833	08	26				Nyalam, Xizang (Tibet)	28.300	85.500	50.0	50.0			11	Min Ziqun, 1995	8.00		s						"Io ≥ X"	6576
1833.0906000	Min Ziqun, 1995	1833	09	06				Songming and Yanglin (Yunnan)	25.000	103.000	25.0	25.0			10	Min Ziqun, 1995	8.00		s		Min Ziqun, 1995		10			6338
1833.0918100	Tavera et al., 2001	1833	09	18	10	45		[Peru]	-18.251	-71.010				60	7	Tavera et al., 2001	7.20		w		Tavera et al., 2001	14	7	MM		7974
1833.1002000	Benito et al., 2012	1833	10	02				Nicoya Peninsula 	10.000	-85.500			cat	45	8	Benito et al., 2012	7.00		w					MM		5225
1833.1124000	Musson, 2012a	1833	11	24	13	30		Indonesia	-3.500	100.000						Musson, 2012a	9.00		w							7796
1833.1207150	UTSU online	1833	12	07	15			Yamagata and Akita Pref., Sado	38.900	139.250						UTSU online	7.70		jma							2407
1834.0120120	Beauval et al., 2013	1834	01	20				Carchi/Nariño	1.120	-77.000						Beauval et al., 2013	7.40	0.20	w	bw					"Mw: 7.2–7.6"	8967
1834.1009223	Musson, 2012a	1834	10	09	22	30		Indonesia	-6.900	107.000						Musson, 2012a	7.00		w							7797
1835.0220150	CERESIS, 1995	1835	02	20	15	30		[Chile]	-36.830	-73.030					11	Lomnitz, 2004	8.25	0.25	s				11			2429
1835.0720140	UTSU online	1835	07	20	14			Sendai	38.500	142.500						UTSU online	7.00		jma							2438
1835.1031190	Musson, 2012a	1835	10	31	19			Indonesia	-3.400	128.100						Musson, 2012a	7.00		w							7798
1836.1128023	Musson, 2012a	1836	11	28	02	30		Indonesia	-8.300	118.700						Musson, 2012a	7.50		w							7799
1837.0101000	Ambraseys, 2006	1837	01	01				Dead Sea	33.300	35.500						Ambraseys, 2006	7.00		s							7651
1837.0929071	Musson, 2012a	1837	09	29	07	15		Indonesia	5.000	94.500						Musson, 2012a	7.30		w							7800
1837.1107110	CERESIS, 1995	1837	11	07	11	30		[Chile]	-39.800	-73.200					10	Lomnitz, 2004	8.00		s				10			2460
